User ID,Fan Challenges Completed,Predictive Accuracy (%),Virtual Merchandise Purchases,Sponsorship Interactions (Ad Clicks),Time on Live 360 (mins),Real-Time Chat Activity (Messages Sent)
U001,0.4444444444444445,0.625,0.5,0.5263157894736842,0.43165467625899284,0.4081632653061224
U002,0.7777777777777777,0.20833333333333348,0.16666666666666666,0.42105263157894735,0.2877697841726619,0.7142857142857142
U003,0.2222222222222222,0.8333333333333335,0.0,0.3157894736842105,0.21582733812949645,0.1020408163265306
U004,0.6666666666666665,0.41666666666666674,0.3333333333333333,0.7894736842105263,0.5755395683453237,0.8163265306122448
U005,0.1111111111111111,0.0,0.8333333333333333,0.15789473684210525,0.0,0.16326530612244897
U006,1.0,0.7291666666666667,1.0,0.631578947368421,0.8633093525179858,0.5102040816326531
U007,0.5555555555555556,0.5208333333333335,0.6666666666666666,0.2631578947368421,0.5035971223021583,0.3061224489795918
U008,0.8888888888888888,0.9375,0.3333333333333333,0.47368421052631576,0.6474820143884892,0.9183673469387754
U009,0.3333333333333333,0.3125,0.16666666666666666,0.10526315789473684,0.14388489208633087,0.2040816326530612
U010,0.2222222222222222,0.10416666666666674,0.0,0.21052631578947367,0.2517985611510792,0.12244897959183673
U011,0.6666666666666665,0.7083333333333335,1.0,0.8421052631578947,0.7410071942446044,0.18367346938775508
U012,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.05263157894736842,0.9784172661870505,0.08163265306122448
U013,0.7777777777777777,0.08333333333333348,0.8333333333333333,0.0,0.3021582733812949,0.7142857142857142
U014,0.4444444444444445,0.8541666666666667,0.0,0.7894736842105263,0.2733812949640288,0.673469387755102
U015,0.6666666666666665,0.7916666666666667,0.5,0.5789473684210527,0.17985611510791372,0.6122448979591836
U016,1.0,0.8333333333333335,0.0,0.21052631578947367,0.7050359712230216,0.18367346938775508
U017,0.2222222222222222,0.5625,0.8333333333333333,0.21052631578947367,0.35251798561151076,0.36734693877551017
U018,0.6666666666666665,0.125,0.0,0.42105263157894735,0.08633093525179852,0.6326530612244897
U019,0.7777777777777777,0.16666666666666674,0.16666666666666666,0.42105263157894735,0.42446043165467623,0.0
U020,0.4444444444444445,0.14583333333333348,0.5,0.10526315789473684,0.9640287769784173,0.08163265306122448
U021,0.3333333333333333,0.22916666666666674,0.5,0.9473684210526315,0.4028776978417266,0.8979591836734693
U022,0.7777777777777777,0.6875,0.8333333333333333,0.7894736842105263,0.2517985611510792,0.061224489795918366
U023,0.7777777777777777,0.6666666666666667,1.0,0.7894736842105263,0.13669064748201437,0.3061224489795918
U024,0.2222222222222222,0.9791666666666665,0.16666666666666666,0.10526315789473684,0.46043165467625896,0.4693877551020408
U025,0.5555555555555556,0.4583333333333335,0.3333333333333333,1.0,0.05035971223021579,0.3061224489795918
U026,0.4444444444444445,0.47916666666666674,0.0,0.0,0.8201438848920863,0.02040816326530612
U027,0.1111111111111111,0.75,0.6666666666666666,1.0,0.6546762589928059,0.9795918367346939
U028,0.7777777777777777,0.7083333333333335,0.0,0.5263157894736842,0.6978417266187051,0.5510204081632653
U029,0.5555555555555556,0.8958333333333335,0.0,0.8421052631578947,0.4676258992805756,0.6326530612244897
U030,0.1111111111111111,0.8125,0.3333333333333333,0.3684210526315789,0.22302158273381295,0.5306122448979591
U031,0.4444444444444445,0.4375,0.0,0.15789473684210525,0.6115107913669064,0.3877551020408163
U032,0.0,0.5416666666666667,0.16666666666666666,0.2631578947368421,0.3597122302158274,0.4693877551020408
U033,1.0,0.7083333333333335,0.16666666666666666,0.3684210526315789,0.44604316546762596,0.22448979591836732
U034,0.5555555555555556,0.0,0.5,1.0,0.8920863309352518,0.9999999999999999
U035,0.8888888888888888,0.7083333333333335,0.8333333333333333,0.10526315789473684,0.4100719424460432,0.6938775510204082
U036,0.0,0.75,1.0,0.7894736842105263,0.4100719424460432,0.6530612244897959
U037,1.0,0.9583333333333335,0.6666666666666666,0.10526315789473684,0.6115107913669064,0.6530612244897959
U038,0.2222222222222222,0.2708333333333335,0.0,0.894736842105263,0.34532374100719426,0.8571428571428571
U039,0.6666666666666665,0.04166666666666674,0.0,0.6842105263157894,0.4964028776978417,0.7346938775510203
U040,0.3333333333333333,0.0,0.3333333333333333,0.894736842105263,0.10071942446043164,0.22448979591836732
U041,0.8888888888888888,0.08333333333333348,0.8333333333333333,0.05263157894736842,0.381294964028777,0.04081632653061224
U042,0.2222222222222222,0.5208333333333335,0.16666666666666666,0.10526315789473684,0.7194244604316546,0.0
U043,0.4444444444444445,0.2708333333333335,0.6666666666666666,0.7894736842105263,0.05035971223021579,0.6530612244897959
U044,0.2222222222222222,0.7916666666666667,0.5,0.42105263157894735,0.3741007194244605,0.7959183673469387
U045,0.6666666666666665,0.5416666666666667,0.16666666666666666,0.15789473684210525,0.42446043165467623,0.18367346938775508
U046,0.4444444444444445,0.16666666666666674,0.8333333333333333,0.0,0.7697841726618706,0.8571428571428571
U047,0.8888888888888888,0.29166666666666674,1.0,0.15789473684210525,0.028776978417266175,0.8775510204081632
U048,0.6666666666666665,0.29166666666666674,0.5,0.0,0.7338129496402879,0.5714285714285714
U049,0.1111111111111111,0.5208333333333335,1.0,0.6842105263157894,0.03597122302158273,0.24489795918367346
U050,0.3333333333333333,0.8541666666666667,0.3333333333333333,0.7894736842105263,0.7769784172661871,0.22448979591836732
U051,0.8888888888888888,0.25,0.3333333333333333,1.0,0.8273381294964031,0.6122448979591836
U052,0.1111111111111111,0.6458333333333335,0.0,0.3684210526315789,0.6690647482014389,0.9183673469387754
U053,1.0,0.7916666666666667,1.0,0.3157894736842105,0.33093525179856115,0.02040816326530612
U054,0.8888888888888888,1.0,0.8333333333333333,0.10526315789473684,0.7050359712230216,0.9999999999999999
U055,1.0,0.6458333333333335,0.6666666666666666,0.8421052631578947,0.3884892086330935,0.6938775510204082
U056,0.4444444444444445,0.0625,0.5,0.0,0.3669064748201439,0.44897959183673464
U057,0.1111111111111111,0.6041666666666667,0.16666666666666666,0.7894736842105263,0.08633093525179852,0.32653061224489793
U058,0.3333333333333333,0.75,0.8333333333333333,0.5789473684210527,0.8129496402877698,0.5102040816326531
U059,0.6666666666666665,0.4583333333333335,0.8333333333333333,0.9473684210526315,0.8848920863309353,0.14285714285714285
U060,0.7777777777777777,0.7916666666666667,0.3333333333333333,0.6842105263157894,0.7553956834532376,0.5714285714285714
U061,0.2222222222222222,0.9166666666666667,1.0,0.2631578947368421,0.8561151079136691,0.5102040816326531
U062,0.0,0.29166666666666674,0.0,0.2631578947368421,0.44604316546762596,0.18367346938775508
U063,0.3333333333333333,0.875,0.0,0.631578947368421,0.12949640287769787,0.5102040816326531
U064,0.1111111111111111,0.5833333333333335,0.5,0.9473684210526315,0.6546762589928059,0.673469387755102
U065,0.7777777777777777,0.7291666666666667,0.3333333333333333,0.3684210526315789,0.4100719424460432,0.8163265306122448
U066,0.3333333333333333,0.25,0.8333333333333333,0.05263157894736842,0.6402877697841727,0.12244897959183673
U067,0.1111111111111111,0.6458333333333335,0.6666666666666666,0.0,0.8345323741007196,0.061224489795918366
U068,0.5555555555555556,0.125,0.3333333333333333,0.7368421052631579,0.43884892086330934,0.9999999999999999
U069,0.5555555555555556,0.4375,0.5,0.0,0.158273381294964,0.8979591836734693
U070,1.0,0.5625,0.5,0.21052631578947367,0.906474820143885,0.2040816326530612
U071,0.3333333333333333,0.02083333333333348,0.3333333333333333,0.7894736842105263,0.9784172661870505,0.5714285714285714
U072,0.5555555555555556,0.8541666666666667,0.5,0.9473684210526315,1.0,0.7142857142857142
U073,0.1111111111111111,0.9166666666666667,0.3333333333333333,0.15789473684210525,0.920863309352518,0.4897959183673469
U074,1.0,0.10416666666666674,0.16666666666666666,0.10526315789473684,0.4100719424460432,0.4081632653061224
U075,0.1111111111111111,0.5625,0.3333333333333333,0.8421052631578947,0.8705035971223023,0.7142857142857142
U076,1.0,0.5625,1.0,0.8421052631578947,0.0,0.18367346938775508
U077,0.3333333333333333,0.8958333333333335,0.3333333333333333,0.5789473684210527,0.23741007194244607,0.7346938775510203
U078,0.7777777777777777,0.8958333333333335,0.5,0.6842105263157894,0.6834532374100719,0.16326530612244897
U079,0.6666666666666665,0.3958333333333335,1.0,0.2631578947368421,0.8992805755395685,0.4693877551020408
U080,0.8888888888888888,0.6041666666666667,0.5,0.10526315789473684,0.8417266187050361,0.6938775510204082
U081,0.7777777777777777,0.20833333333333348,0.0,0.42105263157894735,0.33812949640287765,0.9795918367346939
U082,0.4444444444444445,0.5625,0.0,0.21052631578947367,0.6330935251798562,0.6938775510204082
U083,0.1111111111111111,0.5,1.0,0.8421052631578947,0.8345323741007196,0.9591836734693877
U084,0.4444444444444445,0.7916666666666667,0.16666666666666666,0.6842105263157894,0.920863309352518,0.7142857142857142
U085,0.7777777777777777,0.6666666666666667,0.0,0.10526315789473684,0.10791366906474814,0.3469387755102041
U086,1.0,0.0,0.3333333333333333,0.0,0.4892086330935252,0.9795918367346939
U087,0.8888888888888888,0.5416666666666667,0.5,1.0,0.1510791366906475,0.7755102040816326
U088,0.8888888888888888,0.25,0.0,0.0,0.6618705035971224,0.6326530612244897
U089,0.0,0.8333333333333335,0.0,0.10526315789473684,0.539568345323741,0.4693877551020408
U090,0.8888888888888888,0.04166666666666674,0.16666666666666666,0.894736842105263,0.6115107913669064,0.44897959183673464
U091,0.6666666666666665,0.7916666666666667,1.0,0.47368421052631576,0.20143884892086333,0.6326530612244897
U092,0.8888888888888888,0.10416666666666674,1.0,0.10526315789473684,0.4892086330935252,0.7346938775510203
U093,0.7777777777777777,0.14583333333333348,0.8333333333333333,0.3684210526315789,0.33093525179856115,0.22448979591836732
U094,0.0,0.5416666666666667,0.16666666666666666,0.6842105263157894,0.6690647482014389,0.9795918367346939
U095,0.7777777777777777,0.16666666666666674,0.3333333333333333,0.894736842105263,0.60431654676259,0.24489795918367346
U096,0.7777777777777777,0.75,1.0,0.7368421052631579,0.2733812949640288,0.44897959183673464
U097,0.2222222222222222,0.6666666666666667,0.5,0.05263157894736842,0.7122302158273381,0.4897959183673469
U098,0.0,0.8541666666666667,0.16666666666666666,0.47368421052631576,0.23021582733812945,0.6938775510204082
U099,0.7777777777777777,0.8958333333333335,0.0,0.05263157894736842,0.7194244604316546,0.8163265306122448
U100,0.2222222222222222,0.47916666666666674,0.5,0.8421052631578947,0.158273381294964,0.5918367346938775
